Prince of Songkla University
펜실베이니아주립대
브라운대학교
University of Zurich
University of Ulster
I+ S.r.l
PSIA
일본건축연구소
ECOLE POLYTECHNIQUE
동경대학교
Pacific Northwest National Laboratory
키타큐슈시립대학
Monash University
University of California-Riverside
CYPRESS
Prince of Songkla University
펜실베이니아주립대
브라운대학교
University of Zurich
University of Ulster
I+ S.r.l
PSIA
Zurich University of Applied Science
스위스로잔연방공대
"EMPA, Swiss"
Osaka University
Dalian Univerity of Technology
Royal Institute of Technology (KTH)
Global biologicals
Wageningen University
Carnegie Mellon University
NANOLAMBDA
JAPAN PIONICS CO.LTD
아디스아바바대학교
보고르 농업대학교
National Institute of Advanced Industrial Science and Technology
알래스카 대학
미국 MIT 공과대학
베트남 사회과학원
BIOTECHCORP
중국철도과학연구원
Case Western Reserve University
Northwestern University
ENEA
University of Vienna
USDA-ARS
듀크대학교
수파누봉대학교
Johns Hopkins University
University of Texas at Arlington
National Institute of Advanced Industrial Science and Technology
Univ. of Texas at Dallas
Universite de Caen
ICT CNR
Universite Paris-Sud
스위스연방공과대학
University of Milan
Federal Environment Agency
Brown University
University of Washington Tacoma
University of Lorraine
University of Perugia
Cardiff University
Jozef Stefan Institute
프랑스해양개발연구소
오레곤주립대학교
Univ. of Texas at Dallas
일본국립천문대
Chubu University
프랑스빙하연구소그레노블대학교
난징대학교
중국 빙하연구소
몽골 국립대학교
UC-riverside
Chinese Academy of Sciences
절강대학교
독일연방건축도시공간연구소
중국요녕성사회과학원
싱가포르국립대학교
플로리다대학교
Technion ? Israel Institute of Technology
아이다호국립연구소
잠비아 GKI
"KTH ROYAL INSTITUTE OF TECHNOLOGY, 스웨덴"
Ferhat Abbas University
Umea Univ.
일본교토대학교
탄자니아 소코이네 대학교
Univ. of New Mexico (U.S.A.)
KIT(독일)
Southeast University
중국화중농업대학
독일훔볼트재단
Ben-Gurion University of Negev
Oak Ridge National Laboratory (미)
國立日本佐賀大學
Auburn University
Indian Institute of Technology Madras
CEA
아다마과학기술대학
미국유타대학교
Fermi National Accelerator Laboratory
"Rutgers, The State University of New Jersey"
The Ohio State University
Ohio University
"QUEEN MARY AND WESTFIELD COLLEGE, UNIVERSITY OF LONDON"
스위스연방공과대학
Texas A and M university
"The Robotics Institute, Carnege Mellon University"
미국 신시내티형사 사법대학원
國立日本佐賀大學
Hanoi University of Science
오클랜드대학교
Zagazig University
North West University of the Republic of South Africa
University of Dar es Salaam
ULPGL
kumi University
Kyambogo University
Strathmore University
MIT
University of Graz
University of Coburg
Tel Aviv University
Hafencity University
ISEA RWTH AACHEN UNIVERSITY
케방산말레이시아국립대
뉴잉글랜드대학(호주)
예일대학교
Scott Franzblau
미주리대학교
코치대학교
