1,이어,same
2,그리고,same
3,게다가,same
4,더욱이,same
5,더구나,same
6,뿐만 아니라,same
7,동시에,same
8,그런 점에서,same
9,그러므로,same
10,따라서,same
11,그러니까,same
12,그리하여,same
13,그렇게,same
14,때문에,same
15,그래서,same
16,그러면,same
17,그러니,same
18,즉,same
19,곧,same
20,예를 들면,same
21,사실상,same
22,결국,same
23,결론적으로,same
24,그러나,differ
25,하지만,differ
26,그렇지만,differ
27,그럼에도,differ
28,반면에,differ
29,오히려,differ
30,반대로,differ
31,그런데,differ
32,다른 한편,differ
33,다만,differ
34,바꿔 말하면,differ
